category,foodCode,foodName,englishName,edible,energyKCal,protein,fat,CHO
畜肉类及其制品-猪,081330,火腿肉（藏香猪）,,82,503,29.1,40.7,5.0
畜肉类及其制品-猪,081331,风干肉（藏香猪）,,87,598,27.1,53.6,1.7
畜肉类及其制品-猪,081401,茶肠,"Pork sausage, *tea sausage*, lightly spiced and salted",100,329,9.0,29.6,6.7
畜肉类及其制品-猪,081402,大腊肠,"Pork sausage, lean and fat, smoked, large",100,267,12.9,20.1,8.6
畜肉类及其制品-猪,081403,大肉肠,"Pork sausage, lean and fat, large",100,273,12.0,22.9,4.6
畜肉类及其制品-猪,081404,蛋清肠,"Pork sausage, lean meat mixed with egg-white",100,278,12.5,22.8,5.8
畜肉类及其制品-猪,081405,儿童肠,"Pork sausage, for children",100,290,13.1,19.6,15.3
畜肉类及其制品-猪,081406,风干肠,"Pork sausage, air-dried",100,283,12.4,23.3,5.9
畜肉类及其制品-猪,081407,广东香肠,"Pork sausage, Canton style, light and sweet",100,433,18.0,37.3,6.4
畜肉类及其制品-猪,081408,红果肠,"Pork sausage, hawthorn flavored",100,260,10.2,15.3,20.3
畜肉类及其制品-猪,081409,火腿肠,"Pork, ham sausage",100,212,14.0,10.4,15.6
畜肉类及其制品-猪,081410,腊肠,"Pork sausage, cured sausage, Canton style, small",100,584,22.0,48.3,15.3
畜肉类及其制品-猪,081411,松江肠,"Pork sausage, *Songjiang* brand",100,402,12.3,26.5,28.5
畜肉类及其制品-猪,081412,蒜肠,"Pork sausage, garlic flavored",100,309,7.5,25.4,12.7
畜肉类及其制品-猪,081413,香肠,"Pork sausage, lightly spiced and sweetened, small",100,508,24.1,40.7,11.2
畜肉类及其制品-猪,081414,香肠（罐头）,"Pork sausage, lightly spiced and sweetened, canned",100,290,7.9,28.1,1.3
畜肉类及其制品-猪,081415,火腿肠（小红肠）,"Pork ham sausage, finely ground filling, red-skinned",100,280,11.8,23.2,6.0
畜肉类及其制品-猪,081416,火腿肠（小泥肠）,"Pork ham sausage, with minced meat filling",100,295,11.3,26.3,3.2
畜肉类及其制品-猪,081417,午餐肠,"Pork sausage, luncheon sausage",100,261,2.9,16.6,24.9
畜肉类及其制品-猪,081418,午餐肚,"Pork sausage, Luncheon, maw filled with ground pork",100,181,9.3,0.5,34.7
畜肉类及其制品-猪,081419,方腿,"Pork, luncheon, shaped into large squares",100,117,16.2,5.0,1.9
畜肉类及其制品-猪,081420,火腿（fat27g）,"Pork, ham",100,330,16.0,27.4,4.9
畜肉类及其制品-猪,081421,金华火腿,"Pork, Jinhua ham",100,318,16.4,28.0,0.1
畜肉类及其制品-猪,081422,火腿肠（圆腿）,"Pork, luncheon",100,139,18.4,6.5,1.6
畜肉类及其制品-猪,081423,脆皮肠,,100,302,16.6,24.0,4.8
畜肉类及其制品-猪,081424,热狗肠,,100,307,13.2,25.2,6.9
畜肉类及其制品-猪,081425,火腿肠（双汇牌）,,100,215,12.1,14.6,8.8
畜肉类及其制品-猪,081426,火腿（fat3g）,,100,99,15.5,3.4,1.7
畜肉类及其制品-猪,081427,火腿（宣威牌）,,100,565,11.4,56.1,3.7
畜肉类及其制品-猪,081428,三明治火腿,,100,115,12.5,4.5,6.1
畜肉类及其制品-猪,081429,午餐肉（上海梅林牌）,,100,320,9.0,30.1,3.3
畜肉类及其制品-羊,083101x,羊肉（代表值，fat7g）,"Lamb, lean and fat",100,139,18.5,6.5,1.6
畜肉类及其制品-羊,083102,羊肉（冻）,"Lamb, frozen",100,285,12.6,24.4,3.8
畜肉类及其制品-羊,083103,羊肉（后腿，带骨）,"Lamb, leg, with bone",77,110,19.5,3.4,0.3
畜肉类及其制品-羊,083104,羊肉（颈）,"Lamb, neck",74,135,21.3,4.6,2.2
畜肉类及其制品-羊,083105,羊肉（里脊）,"Lamb, tenderloin",100,103,20.5,1.6,1.6
畜肉类及其制品-羊,083106,羊肉（前腿，fat3g）,"Lamb, Shoulder",71,110,18.6,3.2,1.6
畜肉类及其制品-羊,083107,羊肉（青羊）,"Lamb, “Green” sheep breed",100,99,21.3,1.1,1.0
畜肉类及其制品-羊,083108,羊肉（fat4g）,"Lamb, lean",90,118,20.5,3.9,0.2
畜肉类及其制品-羊,083109,羊肉（胸脯）,"Lamb, breast",81,133,19.4,6.2,0.0
畜肉类及其制品-羊,083110,山羊肉（生）,"Goat, meat, raw",100,293,8.7,24.5,9.4
畜肉类及其制品-羊,083111,羊蹄筋（生）,"Lamb, Tendon, raw",100,159,34.3,2.4,0.0
畜肉类及其制品-羊,083112,羊蹄筋（泡发）,"Lamb, Tendon, soaked in water",100,41,8.4,Tr,1.9
畜肉类及其制品-羊,083113,羊肉（上脑）,,100,94,19.0,2.0,0.0
畜肉类及其制品-羊,083114,羊肉（腰窝）,,100,135,18.9,6.6,0.0
畜肉类及其制品-羊,083115,羊肉（前腿）,,100,97,19.8,2.0,0.0
畜肉类及其制品-羊,083116,羊肉（后腿）,,100,111,20.6,3.2,0.0
畜肉类及其制品-羊,083117,羊肉片,,100,118,18.0,4.0,2.4
畜肉类及其制品-羊,083201,羊大肠,"Lamb, large intestine",100,75,13.4,2.4,0.0
畜肉类及其制品-羊,083202,羊肚,"Lamb, tripe",100,87,12.2,3.4,1.8
畜肉类及其制品-羊,083203,羊肺,"Lamb, lung",100,96,16.2,2.4,2.5
畜肉类及其制品-羊,083204,羊肝,"Lamb, liver",100,134,17.9,3.6,7.4
畜肉类及其制品-羊,083205,羊脑,"Lamb, brain",100,142,11.3,10.7,0.1
畜肉类及其制品-羊,083206,羊舌,"Lamb, tongue",100,225,19.4,14.2,4.8
畜肉类及其制品-羊,083207,羊肾,"Lamb, kidney",95,96,16.6,2.8,1.0
畜肉类及其制品-羊,083208,羊心,"Lamb, heart",100,113,13.8,5.5,2.0
畜肉类及其制品-羊,083209,羊血,"Lamb, blood",100,57,6.8,0.2,6.9
畜肉类及其制品-羊,083301,腊羊肉,"Lamb, salted and smoked",100,246,26.1,10.6,11.5
畜肉类及其制品-羊,083302,羊肉（熟）,"Lamb, cooked",100,217,23.2,13.8,0.0
畜肉类及其制品-羊,083303,羊肉串（电烤）,"Lamb, skewers, roasted in electric grill or oven",100,234,26.4,11.6,6.0
畜肉类及其制品-羊,083304,羊肉串（烤）,"lamb, skewers, grilled over fire",100,206,26.0,10.3,2.4
畜肉类及其制品-羊,083305,羊肉串（炸）,"Lamb, skewers, deep-fried",100,217,18.3,11.5,10.0
畜肉类及其制品-羊,083306,羊肉干,"Lamb, dried",100,588,28.2,46.7,13.7
畜肉类及其制品-羊,083307,羊肉（羊肉手抓）,"Lamb, boiled in large chunks and shredded with hands",70,188,27.3,8.8,0.0
畜肉类及其制品-羊,083308,山羊肉（酱）,"Lamb, spiced, cooked with soy sauce",100,272,25.4,13.7,11.8
畜肉类及其制品-羊,083309,烧羊肉（五香）,,100,183,33.6,5.4,0.0
畜肉类及其制品-羊,083310,羊肉串（生）,,100,118,13.0,4.8,5.6
畜肉类及其制品-马,085101,马肉,Horse meat,100,122,20.1,4.6,0.1
畜肉类及其制品-马,085201,马心,Horse heart,100,104,18.9,2.7,1.0
畜肉类及其制品-马,085301,马肉（卤）,Horse meat，stewed,100,170,30.5,4.8,1.2
畜肉类及其制品-驴,084101,驴肉（瘦）,"Donkey meat, lean",100,116,21.5,3.2,0.4
畜肉类及其制品-驴,084201,驴鞭,Donkey penis,100,143,29.7,0.8,4.3
畜肉类及其制品-驴,084301,驴肉（酱）,"Donkey meat, spiced, with soy sauce",100,160,33.7,2.8,0.0
畜肉类及其制品-驴,084302,驴肉（卤）,"Donkey meat, stewed",100,149,27.2,1.9,5.8
畜肉类及其制品-驴,084303,驴肉（煮）,"Donkey meat, cooked",100,230,27.0,13.5,0.0
畜肉类及其制品-驴,084304,驴肉（五香）,,100,167,28.2,6.0,0.0
禽肉类及其制品-其他,099001,鸽,Pigeon，whole,42,201,16.5,14.2,1.7
禽肉类及其制品-其他,099002,鹌鹑,Quail，whole,58,110,20.2,3.1,0.2
禽肉类及其制品-其他,099003,乳鸽,,56,352,11.3,34.1,0.0
禽肉类及其制品-其他,099004,乳鸽（红烧）,,82,255,16.9,20.8,0.0
禽肉类及其制品-火鸡,094101,火鸡腿肉,Turkey，leg meat,100,91,20.0,1.2,0.0
禽肉类及其制品-火鸡,094102,火鸡胸脯肉,Turkey，breast,100,103,22.4,0.2,2.8
禽肉类及其制品-火鸡,094201,火鸡肝,Turkey，liver,100,143,20.0,5.6,3.1
禽肉类及其制品-火鸡,094202,火鸡肫,Turkey，gizzard,100,91,18.9,0.3,3.2
禽肉类及其制品-火鸡,094301,火鸡腿（熟）,,85,100,16.7,0.7,6.6
禽肉类及其制品-鸡,091101x,鸡（代表值）,Chicken，whole,63,145,20.3,6.7,0.9
禽肉类及其制品-鸡,091102,鸡（土鸡，家养）,Chicken，free range，whole,58,124,20.8,4.5,0.0
禽肉类及其制品-鸡,091103,母鸡（一年内）,Chicken，young hen，whole,66,256,20.3,16.8,5.8
禽肉类及其制品-鸡,091104,肉鸡（肥）,Chicken，broiler，whole,74,389,16.7,35.4,0.9
禽肉类及其制品-鸡,091105,华青鸡,"Chicken, *Huaqing*, whole",70,158,19.6,8.8,0.0
禽肉类及其制品-鸡,091106,沙鸡,Sandgrouse，whole,41,147,20.0,6.7,1.6
禽肉类及其制品-鸡,091107,鸡（乌骨鸡）,Black boned chicken，hole,48,111,22.3,2.3,0.3
禽肉类及其制品-鸡,091111,鸡爪,Chicken，feet,60,254,23.9,16.4,2.7
禽肉类及其制品-鸡,091112,鸡胸脯肉,,100,118,24.6,1.9,0.6
禽肉类及其制品-鸡,091113,鸡腿,,74,146,20.2,7.2,0.0
禽肉类及其制品-鸡,091114,鸡翅,,69,202,19.0,11.5,5.5
禽肉类及其制品-鸡,091115,鸡块（带浆粉）,,100,206,12.2,9.1,18.8
禽肉类及其制品-鸡,091116,野山鸡,,63,126,20.4,2.0,6.6
禽肉类及其制品-鸡,091201,鸡肝,Chicken，liver,100,121,16.6,4.8,2.8
禽肉类及其制品-鸡,091202,鸡肝（肉鸡）,Chicken，liver，broiler,100,121,16.7,4.5,3.5
禽肉类及其制品-鸡,091203,鸡心,Chicken，heart,100,172,15.9,11.8,0.6
禽肉类及其制品-鸡,091204,鸡血,Chicken，blood,100,49,7.8,0.2,4.1
禽肉类及其制品-鸡,091205,鸡肫［鸡胗］,Chicken，gizzard,100,118,19.2,2.8,4.0
禽肉类及其制品-鸡,091301,扒鸡,Chicken，braised，whole,66,217,29.6,11.0,0.0
禽肉类及其制品-鸡,091303,炸鸡块［肯德基］,Chicken，'Kentucky'，fried,70,279,20.3,17.3,10.5
禽肉类及其制品-鸡,091304,卤煮鸡,Chicken，stewed with soy sauce and sugar，whole,70,212,29.4,7.9,5.8
禽肉类及其制品-鸡,091305,瓦罐鸡汤（肉）,Chicken soup，meat，cooked in clay pot,100,190,20.9,9.5,5.2
禽肉类及其制品-鸡,091306,瓦罐鸡汤（汤）,Chicken soup，broth，cooked in clay pot,100,27,1.3,2.4,0.0
禽肉类及其制品-鸡,091307,鸡肉松,Chicken，floss，with salt，soy sauce and sugar,100,440,7.2,16.4,65.8
禽肉类及其制品-鸡,091308,扒鸡（五香脱骨）,,77,206,23.4,10.8,3.8
禽肉类及其制品-鸡,091309,烤鸡,,72,265,28.1,16.9,0.0
禽肉类及其制品-鸡,091310,童子鸡（熟）,,57,226,15.8,18.1,0.0
禽肉类及其制品-鸭,092101x,鸭（代表值）,Duck，whole,68,240,15.5,19.7,0.2
禽肉类及其制品-鸭,092102,公麻鸭,Duck，drake，whole,63,360,14.3,30.9,6.1
禽肉类及其制品-鸭,092103,母麻鸭,Duck，hen，whole,75,461,13.0,44.8,1.4
禽肉类及其制品-鸭,092104,鸭胸脯肉,Duck，breast,100,90,15.0,1.5,4.0
禽肉类及其制品-鸭,092105,鸭皮,Duck，skin,100,538,6.5,50.2,15.1
禽肉类及其制品-鸭,092106,鸭翅,Duck，wing,67,146,16.5,6.1,6.3
禽肉类及其制品-鸭,092107,鸭掌,Duck，feet,59,150,26.9,1.9,6.2
禽肉类及其制品-鸭,092201,鸭肠,Duck，intestine,53,129,14.2,7.8,0.4
禽肉类及其制品-鸭,092202,鸭肝,Duck，liver,100,128,14.5,7.5,0.5
禽肉类及其制品-鸭,092203,鸭肝（公麻鸭）,Duck，liver，drake,100,136,14.7,4.1,10.1
禽肉类及其制品-鸭,092204,鸭肝（母麻鸭）,Duck，liver，hen,100,113,16.8,2.5,5.9
禽肉类及其制品-鸭,092205,鸭舌［鸭条］,Duck，tongue,61,245,16.6,19.7,0.4
禽肉类及其制品-鸭,092206,鸭心,Duck，heart,100,143,12.8,8.9,2.9
禽肉类及其制品-鸭,092207,鸭血（白鸭）,Beijing white duck，blood,100,108,13.6,0.4,12.4
禽肉类及其制品-鸭,092208,鸭血（公麻鸭）,Duck，blood，drake,100,56,13.2,0.4,0.0
禽肉类及其制品-鸭,092209,鸭血（母麻鸭）,Duck，blood，hen,100,55,13.1,0.3,0.0
禽肉类及其制品-鸭,092210,鸭胰,Duck，pancreas,97,117,21.7,2.9,1.0
禽肉类及其制品-鸭,092211,鸭肫,Duck，gizzard,93,92,17.9,1.3,2.1
禽肉类及其制品-鸭,092212,鸭肫（公麻鸭）,Duck，gizzard，drake,100,112,19.8,1.2,5.4
禽肉类及其制品-鸭,092213,鸭肫（母麻鸭）,Duck，gizzard，hen,100,126,20.4,4.2,1.6
禽肉类及其制品-鸭,092214,鸭豉片,,100,603,18.3,56.1,6.1
禽肉类及其制品-鸭,092301,北京烤鸭,Beijing white duck，roasted，whole,80,436,16.6,38.4,6.0
禽肉类及其制品-鸭,092302,北京填鸭,Beijing white duck，fatty，force-fed，whole,75,425,9.3,41.3,3.9
禽肉类及其制品-鸭,092303,红烧鸭（罐头）,Duck，stewed in soy sauce，canned,100,338,15.3,30.5,0.6
禽肉类及其制品-鸭,092304,酱鸭,Duck，cooked with soy sauce and spices，whole,80,266,18.9,18.4,6.3
禽肉类及其制品-鸭,092305,酱鸭（加梅菜，罐头）,Duck，braised，with fermented cabbage，canned,93,253,11.8,21.7,2.5
禽肉类及其制品-鸭,092306,盐水鸭（熟）,Duck，boiled in salted water，whole,81,313,16.6,26.1,2.8
禽肉类及其制品-鸭,092307,烤鸭（老唐牌）,,60,309,20.3,25.3,0.0
禽肉类及其制品-鸭,092308,烤鸭（全聚德牌）,,65,530,18.1,50.8,0.0
禽肉类及其制品-鹅,093101,鹅,"Goose, whole",63,251,17.9,19.9,0.0
禽肉类及其制品-鹅,093201,鹅肝,"Goose, liver",100,129,15.2,3.4,9.3
禽肉类及其制品-鹅,093202,鹅肫,"Goose, gizzard",100,100,19.6,1.9,1.1
禽肉类及其制品-鹅,093203,鹅血,,100,74,18.6,0.0,0.0
禽肉类及其制品-鹅,093301,烧鹅,"Goose, stewed in soy sauce, whole",73,289,19.7,21.5,4.2
禽肉类及其制品-鹅,093302,腊鹅,,54,410,24.6,21.5,29.6
菌藻类-菌类,051001,草菇［大黑头细花草，稻菇］,Straw mushroom,100,27,2.7,0.2,4.3
菌藻类-菌类,051002,大红菇（干）［草质红菇］,Red mushroom，large，dried,100,263,24.4,2.8,50.9
菌藻类-菌类,051003,地衣（水浸）,Lichens，soaked in water,100,10,1.5,Tr,1.8
菌藻类-菌类,051004,冬菇（干）［毛柄金线菌］,Winter mushroom，dried (Flammulina velutipes (Fr.) Sing.2014),86,277,17.8,1.3,64.6
菌藻类-菌类,051005,猴头菇（罐装）,*Monkey head* mushroom，canned,100,21,2.0,0.2,4.9
菌藻类-菌类,051006,黄蘑（干）,Yellow mushroom，dried,89,203,16.4,1.5,40.1
菌藻类-菌类,051007,黄蘑（水发）,Yellow mushroom，soaked in water,89,30,4.3,0.4,4.8
菌藻类-菌类,051008,金针菇（鲜）［智力菇］,*Gold needle* mushroom，thin,100,32,2.4,0.4,6.0
菌藻类-菌类,051009,金针菇（罐装）,"*Gold needle* mushroom, thin, canned",100,26,1.0,Tr,6.7
菌藻类-菌类,051010,口蘑（白蘑）,"Mongolian mushroom, white dried",100,277,38.7,3.3,31.6
菌藻类-菌类,051011,蘑菇（鲜蘑）,Button mushroom,99,24,2.7,0.1,4.1
菌藻类-菌类,051013,木耳（干）［黑木耳，云耳］,"Wood ear fungus, dried",100,265,12.1,1.5,65.6
菌藻类-菌类,051014,木耳（水发）［黑木耳，云耳］,"Wood ear fungus, soaked in water",100,27,1.5,0.2,6.0
菌藻类-菌类,051015,平菇［糙皮侧耳，青蘑］,Oyster mushroom,93,24,1.9,0.3,4.6
菌藻类-菌类,051016,普中红蘑（干）,"Red mushroom, medium sized, dried",100,263,18.4,0.7,58.1
菌藻类-菌类,051017,双孢蘑菇［洋蘑菇］,*Foreign* double button mushroom,97,26,4.2,0.1,2.7
菌藻类-菌类,051018,松蘑（干）［松口蘑，松茸］,"*Pine* mushroom, dried",100,207,20.3,3.2,48.2
菌藻类-菌类,051019,香菇（鲜）［香蕈，冬菇］,Shitake mushroom,100,26,2.2,0.3,5.2
菌藻类-菌类,051020,香菇（干）［香蕈，冬菇］,Shitake mushroom dried,95,274,20.0,1.2,61.7
菌藻类-菌类,051021,香杏丁蘑（干，大）,"*Apricot* mushroom, large sized, dried",100,257,22.4,0.2,53.9
菌藻类-菌类,051022,香杏片口蘑（干）,"*Apricot* Mongolian mushroom, sliced, dried",100,252,33.4,1.5,37.6
菌藻类-菌类,051023,羊肚菌（干）［干狼肚］,Morel mushroom,100,321,26.9,7.1,43.7
菌藻类-菌类,051024,银耳（干）［白木耳］,"Silver ear fungus, white, dried",96,261,10.0,1.4,67.3
菌藻类-菌类,051025,珍珠白蘑（干）,"*Pearl* mushroom, white, dried",100,258,18.3,0.7,56.3
菌藻类-菌类,051026,榛蘑（半干）［假蜜环菌］,"Bolete mushroom, dried",77,178,9.5,3.7,31.9
菌藻类-菌类,051027,榛蘑（水发）,"Bolete mushroom, soaked in water",77,53,2.8,1.1,9.4
菌藻类-菌类,051028,白蘑菇［双孢蘑菇、洋蘑菇］,Button mushroom,100,29,3.5,0.4,3.8
菌藻类-菌类,051029,北风菌［荷叶离褶伞、一窝羊］,Friedchicken mushroom,77,17,1.7,0.1,2.9
菌藻类-菌类,051030,草菇［大黑头细花草、稻菇］,"Straw mushroom, soaked in salted water, canned",100,18,1.1,0.4,3.1
菌藻类-菌类,051031,茶树菇（干）［柱状田头菇、油茶菇］,Columnar agroc,100,309,23.1,2.6,56.1
菌藻类-菌类,051032,干巴菌,Ganba fungus,91,38,3.8,0.4,8.0
菌藻类-菌类,051033,红奶浆菌［多汁乳菇、谷熟菌］,Weeping milk cap,94,18,1.5,0.4,3.3
菌藻类-菌类,051034,黄蘑（干）,"Yellow mushroom, dried",100,284,24.6,6.4,46.9
菌藻类-菌类,051035,黄伞菇（干）［多脂鳞伞、黄丝菌］,"Golden pholiota, dried",100,294,22.8,3.2,57.5
菌藻类-菌类,051036,鸡腿菇（干）［毛头鬼伞］,"Shaggy mane, dried",100,294,26.7,2.0,51.8
菌藻类-菌类,051037,鸡油菌［黄丝菌、杏菌］,Chanterelle,92,26,2.0,0.3,5.1
菌藻类-菌类,051038,鸡枞［蚁枞、伞把菇、鸡枞菌］,Termite mushroom,96,19,2.5,0.2,2.5
菌藻类-菌类,051039,鸡枞（干）,"Termite mushroom, dried",100,297,32.8,3.7,44.8
菌藻类-菌类,051040,鸡枞（油炸）［油鸡枞］,"Termite mushroom, steamed, fried, salted, in oil",100,646,4.8,66.3,10.2
菌藻类-菌类,051041,鸡枞花,Termite mushroom flowers,86,18,2.3,0.3,1.8
菌藻类-菌类,051042,牛肝菌（白）［美味牛肝菌］,King bolete,93,35,4.0,0.4,4.5
菌藻类-菌类,051043,牛肝菌（白、干）［美味牛肝菌］,"King bolete, dried",100,296,27.8,1.6,53.3
菌藻类-菌类,051044,牛肝菌（黑）［铜色牛肝菌］,Queen bolete,95,32,3.6,0.2,4.8
菌藻类-菌类,051045,牛肝菌（鲜）［黄皮牛肝菌、黄皮疣柄牛肝菌、黄癞头］,-,97,32,4.3,0.1,5.3
菌藻类-菌类,051046,乳牛肝菌（干）［粘盖牛肝菌、松树菌］,"Cow spunk, dried",100,264,15.3,2.8,66.0
菌藻类-菌类,051047,牛眼睛菌（鲜）［马勃菌］,Puffball,93,41,5.1,0.3,6.6
菌藻类-菌类,051048,平菇［糙皮侧耳、青蘑］,Oyster mushroom,100,17,1.7,0.1,3.2
菌藻类-菌类,051049,青头菌［变绿红菇、绿菇］,Virescent russule,95,20,2.7,0.1,3.1
菌藻类-菌类,051050,松蘑（干）［松茸、松口蘑］,Matsutake，dried,100,273,12.5,3.0,66.5
菌藻类-菌类,051051,杏鲍菇,King oyster mushroom,100,35,1.3,0.1,8.3
菌藻类-菌类,051052,血红菇（干）,Red mushroom，dried,100,313,22.4,6.7,56.0
菌藻类-菌类,051053,元蘑（干）［亚侧耳、冬蘑、黄蘑］,Late fall oyster，dried,100,245,12.3,1.5,70.3
菌藻类-菌类,051054,竹荪（干）［竹笙、竹参］,Long net stinkhorn,100,248,17.8,3.1,60.3
菌藻类-菌类,051055,榛蘑（干）［小蜜环菌］,Honey mushroom，wild，dried,100,329,17.7,10.8,54.6
菌藻类-菌类,051056,蛹虫草（干）,Cordyceps militaris,100,302,23.7,Tr,60.9
菌藻类-藻类,052001,发菜（干）［仙菜］,"Black-moss, dried",100,259,20.2,0.5,60.8
菌藻类-藻类,052002,海带（鲜）［江白菜］,Kelp,100,13,1.2,0.1,2.1
菌藻类-藻类,052003,海带［江白菜，昆布］,Kelp,98,90,1.8,0.1,23.4
菌藻类-藻类,052004,海带（浸）［江白菜，昆布］,"Kelp, soaked in water",100,16,1.1,0.1,3.0
菌藻类-藻类,052005,海冻菜（干）［石花菜，冻菜］,"Agar agar, dried",100,un,5.4,0.1,72.9
菌藻类-藻类,052006,琼脂［紫菜胶洋粉］,Agar agar powder,100,311,1.1,0.2,76.3
菌藻类-藻类,052007,苔菜（干）［苔条，条浒苔］,"Sea grass, dried",100,167,19.0,0.4,26.3
菌藻类-藻类,052008,紫菜（干）,"Laver, dried",100,250,26.7,1.1,44.1
菌藻类-藻类,052009,螺旋藻（干）,"Spirulina, dried",100,358,64.7,3.1,18.2
菌藻类-藻类,052010,裙带菜（干）［海芥菜，海木耳］,"Sea water fungus, dried",100,219,25.0,1.7,41.5
菌藻类-藻类,052011,海带菜（鲜，姑香牌）,"Kelp sliver, with sugar, sesame and salt",100,112,1.4,7.5,15.3
蔬菜类及其制品-嫩茎叶花菜类,045101x,大白菜（代表值）,"*Bok choi*, white",89,20,1.6,0.2,3.4
蔬菜类及其制品-嫩茎叶花菜类,045102,大白菜（白梗）［黄芽白］,"*Bok choi*, white",92,22,1.7,0.2,3.7
蔬菜类及其制品-嫩茎叶花菜类,045103,大白菜（青白口）,"*Bok choi*, green",83,17,1.4,0.1,3.0
蔬菜类及其制品-嫩茎叶花菜类,045104,大白菜（小白口）,"*Bok choi*, white",85,16,1.3,0.1,2.8
蔬菜类及其制品-嫩茎叶花菜类,045105,白菜（脱水）,"Cabbage, dehydrated",100,305,6.2,0.8,72.9
蔬菜类及其制品-嫩茎叶花菜类,045108,白菜薹［菜薹，菜心］,Cabbage flowering stalk,84,28,2.8,0.5,4.0
蔬菜类及其制品-嫩茎叶花菜类,045109,红菜薹［紫菜薹］,"Rape flowering stalk, red",52,43,2.9,2.5,2.7
蔬菜类及其制品-嫩茎叶花菜类,045110,瓢儿白［瓢儿菜］,"Mustard, broad beaked",79,18,1.7,0.2,3.2
蔬菜类及其制品-嫩茎叶花菜类,045111,乌菜［乌塌菜，塌棵菜］,Broad beaked cabbage,89,28,2.6,0.4,4.2
蔬菜类及其制品-嫩茎叶花菜类,045113,油菜（黑）,"Chinese cabbage, pakchoi",96,19,1.8,0.2,2.9
蔬菜类及其制品-嫩茎叶花菜类,045114,油菜（脱水）,"Chinese cabbage, dehydrated",100,316,7.6,0.6,74.3
蔬菜类及其制品-嫩茎叶花菜类,045115,油菜（小）,"Chinese cabbage, small",95,12,1.3,0.2,1.6
蔬菜类及其制品-嫩茎叶花菜类,045116,油菜薹［菜薹］,"Cabbage Rape, Broccoli Raab",82,24,3.2,0.4,3.0
蔬菜类及其制品-嫩茎叶花菜类,045117,大白菜（白口）,"Chinese cabbage, *Bok choi*, white leaves and stems, raw",85,14,1.0,0.1,2.9
蔬菜类及其制品-嫩茎叶花菜类,045118,大白菜（青口）,"Chinese cabbage, *Bok choi*, green leaves and stems, raw",83,12,1.1,0.1,2.6
蔬菜类及其制品-嫩茎叶花菜类,045119,酸白菜［酸菜］,"Chinese cabbage, pickled",100,10,0.7,0.2,2.6
蔬菜类及其制品-嫩茎叶花菜类,045120,小白菜［青菜］,"*Bok choy*, petiole, raw",94,14,1.4,0.3,2.4
蔬菜类及其制品-嫩茎叶花菜类,045121,奶白菜,"Pak choi, petiole, raw",100,21,2.7,0.2,3.3
蔬菜类及其制品-嫩茎叶花菜类,045122,鸡毛菜,"Mini pak choi, leaf and stem, raw",100,19,2.7,0.2,2.6
蔬菜类及其制品-嫩茎叶花菜类,045123,娃娃菜,"Mini Chinese cabbage, raw",97,13,1.9,0.2,2.4
蔬菜类及其制品-嫩茎叶花菜类,045124,乌塌菜［塌菜、塌棵菜］,Flat cabbage,96,13,1.8,0.1,2.6
蔬菜类及其制品-嫩茎叶花菜类,045125,油菜,"Chinese cabbage, baby choi",96,14,1.3,0.5,2.0
蔬菜类及其制品-嫩茎叶花菜类,045126,油菜心,baby cabbage,100,15,1.3,0.4,2.7
蔬菜类及其制品-嫩茎叶花菜类,045201,圆白菜，卷心菜,Cabbage,86,24,1.5,0.2,4.6
蔬菜类及其制品-嫩茎叶花菜类,045203,菜花（脱水）［脱水花椰菜］,"Cauliflower, dehydrated",100,312,6.5,0.6,76.8
蔬菜类及其制品-嫩茎叶花菜类,045205,芥菜（鲜）［雪里红，雪菜］,Crispifolia mustard greens,94,27,2.0,0.4,4.7
蔬菜类及其制品-嫩茎叶花菜类,045206,芥菜（大叶，鲜）［盖菜］,"Mustard greens, broad leaf",71,16,1.8,0.4,2.0
蔬菜类及其制品-嫩茎叶花菜类,045207,芥菜（茎用，鲜）［青头菜］,Mustard stem,92,13,1.3,0.2,2.8
蔬菜类及其制品-嫩茎叶花菜类,045208,芥菜（小叶，鲜）［小芥菜］,"Mustard greens, small leaf",88,26,2.5,0.4,3.6
蔬菜类及其制品-嫩茎叶花菜类,045210,结球甘蓝（绿）［圆白菜］,"Cabbage, green, raw",86,17,0.9,0.2,4.0
蔬菜类及其制品-嫩茎叶花菜类,045211,结球甘蓝（紫）［圆白菜］,"Cabbage, purple, raw",86,25,1.2,0.2,6.2
蔬菜类及其制品-嫩茎叶花菜类,045212,抱子甘蓝［小圆白菜］,"Brussels sprouts, raw",87,36,3.5,0.2,8.8
蔬菜类及其制品-嫩茎叶花菜类,045213,羽衣甘蓝,"Brassica, oleracea",100,69,5.0,0.4,5.7
蔬菜类及其制品-嫩茎叶花菜类,045214,盖菜,"Mustard greens, broad leaf, raw",94,13,1.5,0.2,2.8
蔬菜类及其制品-嫩茎叶花菜类,045215,芥蓝［甘蓝菜、盖蓝菜］,"Kale, raw",98,24,3.1,0.3,4.1
蔬菜类及其制品-嫩茎叶花菜类,045216,菜花（白色）［花椰菜］,"Cauliflower, white, raw",82,20,1.7,0.2,4.2
蔬菜类及其制品-嫩茎叶花菜类,045217,西兰花［绿菜花］,"Broccoli, raw",83,27,3.5,0.6,3.7
蔬菜类及其制品-嫩茎叶花菜类,045301,菠菜（鲜）［赤根菜］,Spinach,89,28,2.6,0.3,4.5
