category,foodCode,foodName,englishName,edible,energyKCal,protein,fat,CHO
鱼虾蟹贝类-虾,122102,斑节对虾［草虾］,Giant tiger prawn,59,103,18.6,0.8,5.4
鱼虾蟹贝类-虾,122103,长毛对虾［大虾、白露虾］,*Long feeler* prawn,65,90,18.5,0.4,3.0
鱼虾蟹贝类-虾,122104,蝲蛄［刺蛄、大头虾］,Procambarus clarkia,14,77,16.0,1.4,0.0
鱼虾蟹贝类-虾,122105,东方对虾［中国对虾］,Chinese white shrimp,67,84,18.3,0.5,1.6
鱼虾蟹贝类-虾,122106,对虾,Penaeid shrimp,61,93,18.6,0.8,2.8
鱼虾蟹贝类-虾,122107,海虾,"Shrimp, marine",51,79,16.8,0.6,1.5
鱼虾蟹贝类-虾,122108,河虾,"Shrimp, freshwater",86,87,16.4,2.4,0.0
鱼虾蟹贝类-虾,122109,基围虾,"Sand shrimp, greasyback shrimp",60,101,18.2,1.4,3.9
鱼虾蟹贝类-虾,122110,江虾［沼虾］,"Shrimp, freshwater",100,87,10.3,0.9,9.3
鱼虾蟹贝类-虾,122111,龙虾,Lobster,46,90,18.9,1.1,1.0
鱼虾蟹贝类-虾,122112,明虾,"Prawn, freshwater",57,85,13.4,1.8,3.8
鱼虾蟹贝类-虾,122113,塘水虾［草虾］,"Shrimp, small, freshwater",57,96,21.2,1.2,0.0
鱼虾蟹贝类-虾,122114,虾虎,Mantis shrimp,32,81,11.6,1.7,4.8
鱼虾蟹贝类-虾,122116,螯虾,"Crawfish, Procambarus clarkia",31,93,14.8,3.8,0.0
鱼虾蟹贝类-虾,122117,北极虾,,85,132,14.9,1.2,15.4
鱼虾蟹贝类-虾,122118,九节虾（鲜）,,61,90,21.4,0.1,0.8
鱼虾蟹贝类-虾,122119,口虾蛄［皮皮虾］,,28,82,14.8,1.7,1.8
鱼虾蟹贝类-虾,122120,罗氏沼虾,,40,91,20.6,0.8,Tr
鱼虾蟹贝类-虾,122121,南美白对虾,,56,83,19.4,0.2,0.8
鱼虾蟹贝类-虾,122122,青虾,,57,100,23.8,0.4,0.2
鱼虾蟹贝类-虾,122123,琼海虾,,100,56,8.9,1.8,0.9
鱼虾蟹贝类-虾,122201,虾米［海米、虾仁］,"Shrimp, small to medium, dried",100,198,43.7,2.6,0.0
鱼虾蟹贝类-虾,122202,虾脑酱,Shrimp head paste,100,100,15.2,4.3,0.0
鱼虾蟹贝类-虾,122203,虾酱,,100,112,10.8,7.6,0.0
鱼虾蟹贝类-虾,122204,虾仁（红）,,100,48,10.4,0.7,0.0
鱼虾蟹贝类-虾,122205,虾皮,,100,153,30.7,2.2,2.5
鱼虾蟹贝类-虾,122206,虾仁,,100,199,20.8,0.6,27.7
鱼虾蟹贝类-虾,122301,虾仁肉丸,,100,152,4.6,7.4,16.7
鱼虾蟹贝类-蟹,123001,海蟹,"Crab, marine",55,95,13.8,2.3,4.7
鱼虾蟹贝类-蟹,123002,河蟹,"Crab, freshwater",42,103,17.5,2.6,2.3
鱼虾蟹贝类-蟹,123003,锯缘青蟹［青蟹］,"Mangrove crab, mud crab",43,80,14.6,1.6,1.7
鱼虾蟹贝类-蟹,123004,梭子蟹,Blue crab,49,95,15.9,3.1,0.9
鱼虾蟹贝类-蟹,123005,蟹肉,Crab meat,100,62,11.6,1.2,1.1
鱼虾蟹贝类-蟹,123006,海蟹（小）,,42,81,14.2,1.1,3.6
鱼虾蟹贝类-蟹,123007,锯缘青蟹（公，鲜）,,42,126,16.7,5.2,3.1
鱼虾蟹贝类-蟹,123008,锯缘青蟹（母，鲜）,,44,155,17.3,7.5,4.5
鱼虾蟹贝类-蟹,123009,大闸蟹（母）,,36,156,21.0,7.7,0.6
鱼虾蟹贝类-蟹,123010,海蟹（公）,,25,85,18.0,0.3,2.5
鱼虾蟹贝类-蟹,123011,海蟹（母）,,27,64,14.2,0.3,1.2
鱼虾蟹贝类-蟹,123301,蟹足棒,,100,123,9.0,0.6,20.5
鱼虾蟹贝类-蟹,123302,蟹膏（大闸蟹，蒸）,,100,167,15.4,9.8,4.4
鱼虾蟹贝类-蟹,123303,蟹肉（大闸蟹，公，蒸）,,100,128,24.2,3.4,Tr
鱼虾蟹贝类-蟹,123304,蟹黄（大闸蟹，蒸）,,100,255,24.0,17.2,1.2
鱼虾蟹贝类-蟹,123305,蟹肉（大闸蟹，母，蒸）,,100,131,22.4,4.2,0.9
鱼虾蟹贝类-蟹,123306,梭子蟹（公，蒸）,,28,79,19.0,0.2,Tr
鱼虾蟹贝类-蟹,123307,梭子蟹（母，蒸）,,21,101,24.1,0.4,Tr
鱼虾蟹贝类-贝,124101,鲍鱼［杂色鲍］,Abalone,65,84,12.6,0.8,6.6
鱼虾蟹贝类-贝,124102,鲍鱼（干）,Abalone，dried,100,322,54.1,5.6,13.7
鱼虾蟹贝类-贝,124103,蛏子,Razor clam,57,40,7.3,0.3,2.1
鱼虾蟹贝类-贝,124104,蛏干［蛏子缢、蛏青子］,Razor clam，dried,100,340,46.5,4.9,27.4
鱼虾蟹贝类-贝,124105,赤贝,Arkshell clam,34,61,13.9,0.6,0.0
鱼虾蟹贝类-贝,124106,河蚌,Swan mussel,43,54,10.9,0.8,0.7
鱼虾蟹贝类-贝,124107,河蚬［蚬子］,Asian clam,35,47,7.0,1.4,1.7
鱼虾蟹贝类-贝,124108,牡蛎［海蛎子］,Oyster,100,73,5.3,2.1,8.2
鱼虾蟹贝类-贝,124109,生蚝,Oyster,100,57,10.9,1.5,0.0
鱼虾蟹贝类-贝,124110,泥蚶［血蚶、珠蚶］,Blood cockle,30,71,10.0,0.8,6.0
鱼虾蟹贝类-贝,124111,扇贝（鲜）,Scallop，fresh,35,60,11.1,0.6,2.6
鱼虾蟹贝类-贝,124112,扇贝（干）［干贝］,Scallop，dried,100,264,55.6,2.4,5.1
鱼虾蟹贝类-贝,124113,鲜贝,Scallop,100,77,15.7,0.5,2.5
鱼虾蟹贝类-贝,124114,银蚶［蚶子］,Silver cockle,27,71,12.2,1.4,2.3
鱼虾蟹贝类-贝,124115,贻贝（鲜）［淡菜、壳菜］,Mussel，fresh,49,80,11.4,1.7,4.7
鱼虾蟹贝类-贝,124116,贻贝（干）［淡菜、壳菜］,Mussel，dried,100,355,47.8,9.3,20.1
鱼虾蟹贝类-贝,124117,海蚌［西施舌］,,47,42,9.5,0.3,0.2
鱼虾蟹贝类-贝,124118,鲍鱼（皱纹鲍）,,40,75,13.7,0.1,4.8
鱼虾蟹贝类-贝,124201x,蛤蜊（代表值）,clam,39,62,10.1,1.1,2.8
鱼虾蟹贝类-贝,124202,蛤蜊（花蛤蜊）,Clam，Venus clam,46,45,7.7,0.6,2.2
鱼虾蟹贝类-贝,124203,蛤蜊（毛蛤蜊）,Clam，Blood clam,25,97,15.0,1.0,7.1
鱼虾蟹贝类-贝,124204,蛤蜊（秋蛤蜊）,Clam，Autumn surf clam,26,89,15.6,0.7,5.0
鱼虾蟹贝类-贝,124205,蛤蜊（沙蛤蜊）,Clam，Surf clam，marine,50,56,8.9,1.9,0.8
鱼虾蟹贝类-贝,124206,蛤蜊（杂色蛤蜊）,Clam，Multicolor surf clam，marine,40,53,7.5,2.2,0.7
鱼虾蟹贝类-贝,124301x,螺（代表值）,Sea snail,41,100,15.7,1.2,6.6
鱼虾蟹贝类-贝,124302,红螺,Red sea snail,55,119,20.2,0.9,7.6
鱼虾蟹贝类-贝,124303,黄螺［东风螺］,Spotted babylon,43,106,19.8,1.0,4.5
鱼虾蟹贝类-贝,124304,螺蛳,"River snail, mystery snail",37,59,7.5,0.6,6.0
鱼虾蟹贝类-贝,124305,石螺,Stone snail,27,90,12.8,0.7,8.2
鱼虾蟹贝类-贝,124306,田螺,Rice-paddy field snail，globular，freshwater,26,60,11.0,0.2,3.6
鱼虾蟹贝类-贝,124307,香海螺,Fragrant sea snail，marine,59,163,22.7,3.5,10.1
鱼虾蟹贝类-贝,124308,海蚌（鲜）,,65,51,6.9,0.2,5.5
鱼虾蟹贝类-贝,124309,海蚌（漳港海蚌，鲜）,,50,64,9.4,0.7,4.9
鱼虾蟹贝类-贝,124310,蛏子（焯）,,52,67,13.5,0.9,1.1
鱼虾蟹贝类-贝,124311,缢蛏（鲜）,,55,73,8.6,1.8,5.6
鱼虾蟹贝类-贝,124312,牛角江珧蛤（鲜）［长带子］,,59,49,7.1,0.5,4.0
鱼虾蟹贝类-贝,124313,文蛤（鲜）,,31,56,9.2,0.7,3.2
鱼虾蟹贝类-贝,124314,血蚶（鲜）,,31,51,8.2,0.5,3.3
鱼虾蟹贝类-贝,124315,六角螺（鲜）,,7,118,23.5,0.5,4.8
鱼虾蟹贝类-贝,124316,海螺肉（干）,,100,295,65.7,0.5,7.0
鱼虾蟹贝类-贝,124601,文蛤丸,,100,211,16.2,9.2,15.8
鱼虾蟹贝类-鱼,121101,白条鱼（裸鱼）,Wild carp,59,103,16.6,3.3,1.6
鱼虾蟹贝类-鱼,121102,草鱼,Grass carp,58,113,16.6,5.2,0.0
鱼虾蟹贝类-鱼,121103,赤眼鳟［金目鱼］,Eastern barb，freshwater shark,59,109,18.1,4.1,0.0
鱼虾蟹贝类-鱼,121104,鳡鱼［猴鱼］,Sheltostsher carp，freshwater,54,114,17.5,4.3,1.2
鱼虾蟹贝类-鱼,121105,胡子鲇［塘虱（鱼）］,Whiskered catfish，freshwater,50,146,15.4,8.0,3.1
鱼虾蟹贝类-鱼,121106,黄颡鱼［戈牙鱼、黄鳍鱼］,Yellowhead catfish,52,124,17.8,2.7,7.1
鱼虾蟹贝类-鱼,121107,黄鳝［鳝鱼］,"Rice eel, swamp eel",67,89,18.0,1.4,1.2
鱼虾蟹贝类-鱼,121108,黄鳝丝,"Rice eel, swamp eel, strips",88,69,15.4,0.8,0.0
鱼虾蟹贝类-鱼,121109,尖嘴白,Silver gar，freshwater,80,137,22.7,3.3,4.1
鱼虾蟹贝类-鱼,121110,口头鱼,Goldfish carp，freshwater,56,134,19.6,4.2,4.5
鱼虾蟹贝类-鱼,121111,鲤鱼［鲤拐子］,Common carp,54,109,17.6,4.1,0.5
鱼虾蟹贝类-鱼,121112,罗非鱼,Tilapia,55,98,18.4,1.5,2.8
鱼虾蟹贝类-鱼,121113,罗非鱼（莫桑比克）［非洲黑鲫鱼］,Tilapia,53,77,16.0,1.0,1.0
鱼虾蟹贝类-鱼,121114,泥鳅,Oriental loach,60,96,17.9,2.0,1.7
鱼虾蟹贝类-鱼,121115,青鱼［青皮鱼、青鳞鱼、青混］,Black carp,63,118,20.1,4.2,0.0
鱼虾蟹贝类-鱼,121116,乌鳢［黑鱼、乌鱼、生鱼］,Snakehead,57,85,18.5,1.2,0.0
鱼虾蟹贝类-鱼,121117,银鱼［面条鱼］,"Icefish, noodlefish",100,105,17.2,4.0,0.0
鱼虾蟹贝类-鱼,121118,湟鱼［裸鲤鱼］,Naked carp,56,124,17.1,3.2,6.7
鱼虾蟹贝类-鱼,121120,鲇鱼［胡子鲇、鲢胡、旺虾］,Catfish,65,103,17.3,3.7,0.0
鱼虾蟹贝类-鱼,121121,鲒花,Goldfish carp， freshwater,63,117,15.6,6.1,0.0
鱼虾蟹贝类-鱼,121122,鲢鱼［白鲢、胖子、连子鱼］,Silver carp,61,104,17.8,3.6,0.0
鱼虾蟹贝类-鱼,121123,鲫鱼［喜头鱼、海附鱼］,Goldfish carp， freshwater,54,108,17.1,2.7,3.8
鱼虾蟹贝类-鱼,121124,鲮鱼［雪鲮］,Mud carp,57,95,18.4,2.1,0.7
鱼虾蟹贝类-鱼,121125,鲮鱼（罐头）,Mud carp， canned,100,399,30.7,26.9,8.5
鱼虾蟹贝类-鱼,121126,鳊鱼［鲂鱼、武昌鱼］,Bream,59,135,18.3,6.3,1.2
鱼虾蟹贝类-鱼,121127,鳗鲡［鳗鱼、河鳗］,River eel,84,181,18.6,10.8,2.3
鱼虾蟹贝类-鱼,121128,鳙鱼［胖头鱼、摆佳鱼、花鲢鱼］,Bighead carp,61,100,15.3,2.2,4.7
鱼虾蟹贝类-鱼,121129,鳜鱼［桂鱼、花鲫鱼］,Chinese perch,61,117,19.9,4.2,0.0
鱼虾蟹贝类-鱼,121130,鳟鱼［红鳟鱼］,Rainbow trout,57,99,18.6,2.6,0.2
鱼虾蟹贝类-鱼,121131,草鱼［白鲩、草包鱼］,,58,96,17.7,2.6,0.5
鱼虾蟹贝类-鱼,121132,鲢鱼［白鲢、胖子、连子鱼］,,61,84,16.3,2.1,0.0
鱼虾蟹贝类-鱼,121133,鲫鱼［喜头鱼、海附鱼］,,54,89,18.0,1.6,0.7
鱼虾蟹贝类-鱼,121134,丁桂鱼,,62,157,29.7,4.2,0.2
鱼虾蟹贝类-鱼,121135,乌鳢（野生）［黑鱼、乌鱼、生鱼］,,71,105,19.9,2.3,1.1
鱼虾蟹贝类-鱼,121136,花骨鱼,,57,155,25.8,5.6,0.4
鱼虾蟹贝类-鱼,121137,黄颡鱼［戈牙鱼、黄鳍鱼］,,44,161,17.3,10.2,Tr
鱼虾蟹贝类-鱼,121138,回头鱼,,61,107,14.5,5.3,0.4
鱼虾蟹贝类-鱼,121139,鮰鱼,,64,143,14.8,4.5,10.8
鱼虾蟹贝类-鱼,121140,斑鳠［剑骨鱼］,,54,135,16.8,7.3,Tr
鱼虾蟹贝类-鱼,121141,抗浪鱼,,85,174,16.6,11.0,2.1
鱼虾蟹贝类-鱼,121142,蓝鳃太阳鱼,,48,93,17.8,2.3,0.3
鱼虾蟹贝类-鱼,121143,钳鱼,,72,212,29.2,10.3,0.7
鱼虾蟹贝类-鱼,121144,翘嘴红鲌（鲜）,,59,123,18.1,5.6,0.1
鱼虾蟹贝类-鱼,121145,鲥鱼,,48,189,20.8,11.3,0.9
鱼虾蟹贝类-鱼,121146,鳊鱼［鲂鱼、武昌鱼］,,71,142,27.0,3.5,0.7
鱼虾蟹贝类-鱼,121147,鲟鱼,,69,100,23.4,0.4,0.6
鱼虾蟹贝类-鱼,121148,雅鱼,,73,131,26.5,2.7,0.1
鱼虾蟹贝类-鱼,121149,胭脂鱼（养殖）,,71,162,38.8,0.6,0.4
鱼虾蟹贝类-鱼,121150,棒棒鱼（雅江冷水鱼）,,49,118,27.1,1.1,Tr
鱼虾蟹贝类-鱼,121151,尖嘴鱼（雅江冷水鱼）,,61,107,17.1,2.2,4.6
鱼虾蟹贝类-鱼,121152,胡子鱼（雅江冷水鱼）,,46,99,17.4,1.3,4.4
鱼虾蟹贝类-鱼,121201,白姑鱼［白米子（鱼）］,White croaker,67,150,19.1,8.2,0.0
鱼虾蟹贝类-鱼,121202,鲹鱼［蓝圆鲹、边鱼］,Round scad,70,124,18.5,3.4,4.8
鱼虾蟹贝类-鱼,121203,带鱼［白带鱼、刀鱼］,Belt fish,76,127,17.7,4.9,3.1
鱼虾蟹贝类-鱼,121204,堤鱼,Japanese anchovy， marine,64,191,17.6,12.8,1.3
鱼虾蟹贝类-鱼,121205,丁香鱼（干）,Anchovy， dried,100,196,37.5,3.1,4.6
鱼虾蟹贝类-鱼,121206,狗母鱼［大头狗母鱼］,Lizardfish,67,100,16.7,2.3,3.0
鱼虾蟹贝类-鱼,121207,海鲫鱼［九九鱼］,Perch,60,206,17.0,13.7,3.6
鱼虾蟹贝类-鱼,121208,海鳗［鲫勾］,Pike eel,67,122,18.8,5.0,0.5
鱼虾蟹贝类-鱼,121209,红娘鱼［翼红娘鱼］,Gurnards,55,105,18.0,2.8,1.9
鱼虾蟹贝类-鱼,121210,黄姑鱼［黄婆鸡］,"Yellow spotted maigre, marine",63,137,18.4,7.0,0.0
鱼虾蟹贝类-鱼,121211,黄鱼（大黄花鱼）,"Yellow croaker, large",66,97,17.7,2.5,0.8
鱼虾蟹贝类-鱼,121213,黄鲂［赤虹、老板鱼］,John Dory,75,81,18.5,0.5,0.6
鱼虾蟹贝类-鱼,121214,金线鱼［红三鱼］,Golden threadfish bream,40,101,18.6,2.9,0.0
鱼虾蟹贝类-鱼,121215,绿鳍马面鲀［面包鱼、橡皮鱼］,Filefish,52,83,18.1,0.6,1.2
鱼虾蟹贝类-鱼,121216,梅童鱼［大头仔鱼、丁珠鱼］,"Japanese lion fish, drum fish, marine",63,121,18.9,5.0,0.0
鱼虾蟹贝类-鱼,121217,沙丁鱼［沙鲻］,Sardine,67,89,19.8,1.1,0.0
鱼虾蟹贝类-鱼,121218,沙钻鱼［多鳞鱚、沙梭鱼、麦穗鱼］,Sand smelt,63,84,18.4,0.6,1.2
鱼虾蟹贝类-鱼,121219,蛇鲻［沙梭鱼］,"Mullet, marine, estuarine",72,122,20.8,4.2,0.3
鱼虾蟹贝类-鱼,121220,舌鳎［花纹舌头、舌头鱼］,Tonguefish,68,83,17.7,1.4,0.0
鱼虾蟹贝类-鱼,121221,油抒［香梭鱼］,Barracuda,74,145,15.9,9.0,0.0
鱼虾蟹贝类-鱼,121222,颚针鱼［针量鱼］,Needlefish,75,180,20.2,10.4,1.4
鱼虾蟹贝类-鱼,121223,鲅鱼［马鲛鱼、燕鲅鱼、巴鱼］,Spanish mackerel,80,121,21.2,3.1,2.1
鱼虾蟹贝类-鱼,121224,鲅鱼（咸）［咸马胶］,Spanish mackerel，preserved in brine,67,157,23.3,1.6,12.4
鱼虾蟹贝类-鱼,121225,鲆［片口鱼、比目鱼］,Flatfish,68,112,20.8,3.2,0.0
鱼虾蟹贝类-鱼,121226,鲈鱼［鲈花］,Sea bass,58,105,18.6,3.4,0.0
鱼虾蟹贝类-鱼,121227,鲐鱼［青鲐鱼、鲐巴鱼、青砖鱼］,Chub mackerel,66,155,19.9,7.4,2.2
鱼虾蟹贝类-鱼,121228,鲑鱼［大马哈鱼、三文鱼］,Chum salmon,72,139,17.2,7.8,0.0
鱼虾蟹贝类-鱼,121229,鲑鱼籽酱［大马哈鱼籽酱、三文鱼籽酱］,Caviar，chum salmon,100,252,10.9,16.8,14.4
鱼虾蟹贝类-鱼,121230,鲚鱼（大）［大凤尾鱼］,*Phoenix* anchovy， large， anadromous,79,106,13.2,5.5,0.8
鱼虾蟹贝类-鱼,121231,鲚鱼（小）［小凤尾鱼］,*Phoenix* anchovy， small， anadromous,90,124,15.5,5.1,4.0
鱼虾蟹贝类-鱼,121232,鲨鱼（真鲨、白斑角鲨）,Shark,56,118,22.2,3.2,0.0
鱼虾蟹贝类-鱼,121233,鲳鱼（银鲳鱼）［平鱼］,Pomfret,70,140,18.5,7.3,0.0
鱼虾蟹贝类-鱼,121234,鲷［黑鲷、铜盆鱼、大目鱼］,Sea bream,65,106,17.9,2.6,2.7
鱼虾蟹贝类-鱼,121235,鲻鱼［白眼棱鱼］,Mullet,57,119,18.9,4.8,0.0
鱼虾蟹贝类-鱼,121236,鲽［比目鱼、凸眼鱼］,Flounder,72,107,21.1,2.3,0.5
鱼虾蟹贝类-鱼,121237,鳐鱼［夫鱼］,Rays,59,90,20.8,0.7,0.0
鱼虾蟹贝类-鱼,121238,鳓鱼［快鱼、力鱼］,Chinese herring or shad,71,159,20.7,8.5,0.0
鱼虾蟹贝类-鱼,121239,鳕鱼［鳕狭、明太鱼］,Pacific cod,45,88,20.4,0.5,0.5
鱼虾蟹贝类-鱼,121240,鮸鱼［鳘鱼］,Brown croaker，marine,76,89,20.2,0.9,0.0
鱼虾蟹贝类-鱼,121241,带鱼（切段）,,70,108,17.6,4.2,0.0
鱼虾蟹贝类-鱼,121242,黄鱼（小黄花鱼）,,62,114,17.0,5.1,0.0
鱼虾蟹贝类-鱼,121243,金鰉鱼,,66,99,18.7,2.7,0.0
鱼虾蟹贝类-鱼,121244,鲭鱼,,49,413,14.4,39.4,0.2
鱼虾蟹贝类-鱼,121245,双髻鲨,,38,111,27.4,0.1,0.0
鱼虾蟹贝类-鱼,121246,紫青低纹鮨（冰鲜）,,61,150,20.5,7.2,0.8
鱼虾蟹贝类-鱼,121247,鮟鱇鱼,,45,60,13.7,0.6,Tr
鱼虾蟹贝类-鱼,121248,鲳鱼（鲜，刺鲳）,,67,149,16.8,6.5,5.9
鱼虾蟹贝类-鱼,121249,大菱鲆鱼（鲜）［多宝鱼］,,68,81,17.0,1.1,0.7
鱼虾蟹贝类-鱼,121250,海鲈鱼（鲜）,,55,112,19.5,3.6,0.4
鱼虾蟹贝类-鱼,121251,红鳍笛鲷［红鱼］,,48,134,20.1,4.8,2.7
鱼虾蟹贝类-鱼,121252,黄姑鱼（鲜）,,68,88,14.7,0.7,5.6
鱼虾蟹贝类-鱼,121253,鲅鱼［马鲛鱼］,,72,194,18.7,11.3,4.4
鱼虾蟹贝类-鱼,121254,石斑鱼（老虎斑）,,38,130,20.2,4.3,2.7
鱼虾蟹贝类-鱼,121255,石斑鱼（红石斑鱼）,,45,90,19.9,0.4,1.6
鱼虾蟹贝类-鱼,121256,石斑鱼（黑石斑鱼）,,56,95,20.2,1.2,0.9
鱼虾蟹贝类-鱼,121257,石斑鱼（花石斑鱼）,,47,95,20.2,0.8,1.7
鱼虾蟹贝类-鱼,121258,苏眉鱼,,33,70,16.5,0.4,Tr
鱼虾蟹贝类-鱼,121259,青衣（红色）,,49,84,20.1,0.3,0.2
鱼虾蟹贝类-鱼,121260,青衣（孔雀绿色）,,46,82,19.2,0.3,0.6
鱼虾蟹贝类-鱼,121261,笠鱼,,45,97,22.2,0.5,0.9
鱼虾蟹贝类-鱼,121262,金枪鱼肉,,100,102,23.7,0.3,1.1
鱼虾蟹贝类-鱼,121263,鲅鱼肉［马鲛鱼肉］,,100,102,23.7,0.3,1.0
鱼虾蟹贝类-鱼,121264,刺泡鱼［刺鲍鱼］,,48,94,23.0,0.2,Tr
鱼虾蟹贝类-鱼,121301,鱼片干,Fish jerky，meat only，cooked，dried,100,303,46.1,3.4,22.0
鱼虾蟹贝类-鱼,121302,鱼奇油［鱼露、虾油］,"*Yuqiyou*, fermented fishes and shrimps with salt",100,47,11.2,0.2,0.0
鱼虾蟹贝类-鱼,121304,鱼排,,100,160,10.1,2.4,24.5
鱼虾蟹贝类-鱼,121305,鱼丸,,100,107,11.1,1.3,12.7
鱼虾蟹贝类-鱼,121306,鱼子酱,,100,201,9.6,7.1,24.7
鱼虾蟹贝类-鱼,121401,草鱼（熏）,,100,283,24.0,16.5,9.6
鱼虾蟹贝类-鱼,121402,丁香鱼（香辣味）,,100,403,19.0,28.2,18.3
鱼虾蟹贝类-鱼,121403,凤尾鱼（熟）,,100,520,23.5,43.0,9.7
鱼虾蟹贝类-鱼,121404,箭鱼（炸）,,100,271,20.8,16.1,10.7
鱼虾蟹贝类-鱼,121405,金枪鱼（盐水浸）,,81,99,23.5,0.6,0.0
鱼虾蟹贝类-鱼,121406,金枪鱼（油浸）,,79,189,27.1,9.0,0.0
鱼虾蟹贝类-鱼,121407,鲮鱼（豆豉，熟）,,100,472,25.5,33.1,17.9
鱼虾蟹贝类-鱼,121408,鳗鱼（红烧）,,100,211,21.3,9.8,9.5
鱼虾蟹贝类-鱼,121410,鲭鱼（烤，150℃，20分）,,100,390,19.1,34.8,0.0
鱼虾蟹贝类-鱼,121414,鲭鱼（炸）,,100,550,17.2,53.4,0.1
鱼虾蟹贝类-鱼,121415,鲭鱼（蒸）,,100,390,14.6,36.5,0.7
鱼虾蟹贝类-鱼,121416,鲭鱼（煮）,,100,372,14.9,34.5,0.4
鱼虾蟹贝类-鱼,121417,沙丁鱼（茄汁，熟）,,100,155,13.8,9.8,3.0
鱼虾蟹贝类-鱼,121418,沙丁鱼（盐水浸）,,79,172,21.5,9.6,0.0
鱼虾蟹贝类-鱼,121419,沙丁鱼（油浸）,,82,220,23.3,14.1,0.0
鱼虾蟹贝类-鱼,121420,午餐鱼（香辣味）,,100,383,24.4,30.2,3.3
鱼虾蟹贝类-鱼,121421,鳕鱼（烤）,,85,96,21.4,1.2,Tr
鱼虾蟹贝类-鱼,121422,鳕鱼（炸）,,98,241,12.4,14.3,15.6
